,grade,optimal cost,optimal time,repair align cost,repair align time
0,0.9971228935470613,31080,123.1393527984619,31360,25.41327476501465
1,0.9928086296444267,28280,155.0626754760742,29000,7.15458869934082
2,0.9956052736715941,28280,156.0348033905029,28720,7.059555053710938
3,0.9758412424503883,31680,71.45232200622559,33920,4.193515777587891
4,0.9956052736715941,28280,155.2677631378174,28720,7.011756896972656
5,1.0,24280,101.8445587158203,24280,108.7969207763672
6,0.9758412424503883,31680,71.34712219238281,33920,3.965959548950195
7,1.0,49560,41.94424629211426,49560,42.7385139465332
8,0.9971228935470613,31080,127.7606773376465,31360,25.49880981445312
9,0.917639827904118,51320,34.66872215270996,56680,13.02532196044922
10,1.0,100000,5.939798355102539,100000,7.756004333496094
11,1.0,49560,42.68351554870605,49560,43.16975593566895
12,0.9851446442533229,22080,262.7579975128174,23600,36.33584022521973
13,0.998587570621469,39440,70.45703887939453,39560,6.916027069091797
14,0.9956052736715941,28280,156.0075092315674,28720,7.380666732788086
15,1.0,29400,32.12824821472168,29400,5.566282272338867
16,1.0,58280,18.19215774536133,58280,21.31094932556152
17,1.0,43880,88.68980407714844,43880,7.094402313232422
18,1.0,29680,60.03944396972656,29680,8.952608108520508
19,1.0,29400,32.6854419708252,29400,5.611677169799805
20,1.0,20040,121.3497257232666,20040,125.8203506469727
21,1.0,22280,108.7010765075684,22280,5.465679168701172
22,1.0,44720,37.58975982666016,44720,4.950876235961914
23,1.0,40920,35.46619415283203,40920,6.47705078125
24,1.0,16600,96.72595024108887,16600,15.63536643981934
25,1.0,44720,36.93290710449219,44720,4.786930084228516
26,1.0,35400,63.93457412719727,35400,6.275835037231445
27,1.0,57120,64.14463996887207,57120,69.19675827026367
28,1.0,58280,17.90480613708496,58280,20.78394889831543
29,1.0,22280,105.6452465057373,22280,5.469560623168945
30,0.9976498237367802,30080,98.1977367401123,30320,13.0510425567627
31,0.983505945531262,27920,286.201868057251,29640,32.99551963806152
32,1.0,40560,70.0039291381836,40560,8.181800842285156
33,0.983505945531262,27920,283.3084011077881,29640,31.38504028320312
34,0.9976498237367802,30080,97.3610782623291,30320,13.30912590026855
35,1.0,16520,126.8897151947021,16520,9.683761596679688
36,1.0,27040,108.3022689819336,27040,18.14112663269043
37,1.0,40400,96.54280662536621,40400,104.1788482666016
38,0.9936920222634509,28400,187.5557231903076,29080,4.738168716430664
39,0.806385591485878,34480,252.0667934417725,53400,10.24595260620117
40,0.7433198380566801,33400,78.8107967376709,58760,5.597438812255859
41,1.0,86400,15.50591468811035,86400,15.9135913848877
42,1.0,38440,101.2776756286621,38440,99.74699974060059
43,0.9936920222634509,28400,180.9771633148193,29080,4.325723648071289
44,0.818752616157388,36640,138.9677619934082,53960,7.295894622802734
45,1.0,7720,7.806596755981445,7720,2.361555099487305
46,1.0,5000,7.042999267578125,5000,1.274280548095703
47,1.0,6320,7.059993743896484,6320,2.138729095458984
48,1.0,8000,6.885919570922852,8000,1.932239532470703
49,1.0,13600,4.871358871459961,13600,1.421995162963867
50,1.0,6440,9.919710159301758,6440,2.806472778320312
51,1.0,5480,7.358512878417969,5480,2.539958953857422
52,1.0,15960,3.01915168762207,15960,1.779680252075195
53,1.0,6680,7.029361724853516,6680,2.438716888427734
54,1.0,13440,3.815078735351562,13440,2.043447494506836
55,1.0,11840,5.493841171264648,11840,1.702356338500977
56,1.0,13400,6.561880111694336,13400,1.67424201965332
57,1.0,13600,4.975519180297852,13600,1.62083625793457
58,1.0,5480,9.293241500854492,5480,3.098840713500977
59,1.0,5480,6.863002777099609,5480,8.427438735961914
60,0.9926071956628881,16640,19.60164070129395,17240,2.39192008972168
61,1.0,14760,19.03956413269043,14760,2.357091903686523
62,0.9955730447614363,16480,17.0136547088623,16840,2.287960052490234
63,0.9898425596749619,19040,10.63363075256348,19840,2.300405502319336
64,0.9868885526979324,18480,13.80115509033203,19520,2.218036651611328
65,0.9926071956628881,16640,20.54976463317871,17240,2.332801818847656
66,1.0,26560,8.379440307617188,26560,4.399127960205078
67,0.9876308277830638,13720,15.72643280029297,14760,1.548995971679688
68,0.9899547965846308,18160,14.26040649414062,18960,1.720428466796875
69,0.9868885526979324,18480,13.63195419311523,19520,1.651601791381836
70,0.9926071956628881,16640,18.09219360351562,17240,2.089757919311523
71,0.9758106021616058,20080,13.27922821044922,21960,2.783966064453125
72,0.9758106021616058,20080,13.66371154785156,21960,2.854042053222656
73,1.0,26560,8.045768737792969,26560,4.684724807739258
74,0.9781136008337676,21040,12.40276336669922,22720,2.590198516845703
75,1.0,7160,11.72956466674805,7160,2.940073013305664
76,1.0,14520,6.677236557006836,14520,1.959953308105469
77,1.0,7160,14.22183036804199,7160,3.023242950439453
78,1.0,8560,16.3960075378418,8560,1.758155822753906
79,1.0,6440,12.67271995544434,6440,1.903467178344727
