,grade,optimal cost,optimal time,repair align cost,repair align time
0,0.9971228935470613,31080,123.1393527984619,31360,28.43827247619629
1,0.9928086296444267,28280,155.0626754760742,29000,9.34844970703125
2,0.9956052736715941,28280,156.0348033905029,28720,9.514875411987305
3,0.9758412424503883,31680,71.45232200622559,33920,6.596889495849609
4,0.9956052736715941,28280,155.2677631378174,28720,9.7308349609375
5,1.0,24280,101.8445587158203,24280,109.3142890930176
6,0.9758412424503883,31680,71.34712219238281,33920,6.500082015991211
7,1.0,49560,41.94424629211426,49560,46.22119903564453
8,0.9971228935470613,31080,127.7606773376465,31360,28.5767936706543
9,0.917639827904118,51320,34.66872215270996,56680,15.30363082885742
10,1.0,100000,5.939798355102539,100000,10.02059936523438
11,1.0,49560,42.68351554870605,49560,48.62292289733887
12,0.9851446442533229,22080,262.7579975128174,23600,38.8481616973877
13,0.998587570621469,39440,70.45703887939453,39560,9.351682662963867
14,0.9956052736715941,28280,156.0075092315674,28720,9.641485214233398
15,1.0,29400,32.12824821472168,29400,8.226728439331055
16,1.0,58280,18.19215774536133,58280,23.78684043884277
17,1.0,43880,88.68980407714844,43880,11.41468048095703
18,1.0,29680,60.03944396972656,29680,11.27139091491699
19,1.0,29400,32.6854419708252,29400,8.333234786987305
20,1.0,20040,121.3497257232666,20040,118.721809387207
21,1.0,22280,108.7010765075684,22280,7.948846817016602
22,1.0,44720,37.58975982666016,44720,7.231121063232422
23,1.0,40920,35.46619415283203,40920,9.168672561645508
24,1.0,16600,96.72595024108887,16600,18.1655216217041
25,1.0,44720,36.93290710449219,44720,7.329950332641602
26,1.0,35400,63.93457412719727,35400,8.625879287719727
27,1.0,57120,64.14463996887207,57120,68.72872352600098
28,1.0,58280,17.90480613708496,58280,23.02533149719238
29,1.0,22280,105.6452465057373,22280,8.555164337158203
30,0.9976498237367802,30080,98.1977367401123,30320,15.76764106750488
31,0.983505945531262,27920,286.201868057251,29640,33.32147598266602
32,1.0,40560,70.0039291381836,40560,10.95351219177246
33,0.983505945531262,27920,283.3084011077881,29640,32.04347610473633
34,0.9976498237367802,30080,97.3610782623291,30320,15.73687553405762
35,1.0,16520,126.8897151947021,16520,13.59756469726562
36,1.0,27040,108.3022689819336,27040,20.18623352050781
37,1.0,40400,96.54280662536621,40400,120.0794410705566
38,0.9936920222634509,28400,187.5557231903076,29080,8.703317642211914
