,grade,optimal cost,optimal time,repair align cost,repair align time
0,0.9798602548294287,31080,123.1393527984619,33040,25.20100593566895
1,0.9760287654814223,28280,155.0626754760742,30680,6.738996505737305
2,0.9788254095085897,28280,156.0348033905029,30400,6.604366302490234
3,0.9758412424503883,31680,71.45232200622559,33920,3.875551223754883
4,0.9788254095085897,28280,155.2677631378174,30400,6.568403244018555
5,1.0,24280,101.8445587158203,24280,106.5773582458496
6,0.9758412424503883,31680,71.34712219238281,33920,3.848638534545898
7,1.0,49560,41.94424629211426,49560,44.65856552124023
8,0.9798602548294287,31080,127.7606773376465,33040,25.81527709960938
9,0.917639827904118,51320,34.66872215270996,56680,12.12523460388184
10,1.0,100000,5.939798355102539,100000,7.786722183227539
11,1.0,49560,42.68351554870605,49560,44.63671684265137
12,0.9851446442533229,22080,262.7579975128174,23600,34.54527854919434
13,0.998587570621469,39440,70.45703887939453,39560,6.724004745483398
14,0.9788254095085897,28280,156.0075092315674,30400,6.885557174682617
15,1.0,29400,32.12824821472168,29400,4.979953765869141
16,1.0,58280,18.19215774536133,58280,21.50779724121094
17,1.0,43880,88.68980407714844,43880,6.973562240600586
18,1.0,29680,60.03944396972656,29680,8.537721633911133
19,1.0,29400,32.6854419708252,29400,4.834041595458984
20,1.0,20040,121.3497257232666,20040,119.7935581207275
21,0.99002849002849,22280,108.7010765075684,23400,5.370159149169922
22,1.0,44720,37.58975982666016,44720,4.808835983276367
23,0.9864277958740499,40920,35.46619415283203,41920,6.204957962036133
24,0.9852631578947368,16600,96.72595024108887,18280,13.46461296081543
25,1.0,44720,36.93290710449219,44720,4.607934951782227
26,1.0,35400,63.93457412719727,35400,6.009035110473633
27,1.0,57120,64.14463996887207,57120,66.99704170227051
28,1.0,58280,17.90480613708496,58280,20.92451095581055
29,0.9950142450142451,22280,105.6452465057373,22840,5.598115921020508
30,0.9976498237367802,30080,98.1977367401123,30320,13.2211971282959
31,0.983505945531262,27920,286.201868057251,29640,30.91172218322754
32,1.0,40560,70.0039291381836,40560,7.712478637695312
33,0.983505945531262,27920,283.3084011077881,29640,29.63397026062012
34,0.9976498237367802,30080,97.3610782623291,30320,13.14112663269043
